pk_cnpj,nome_instituicao,codigo_grupo,descr_grupo
1572667,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ERECHIM LTDA,4,Cooperativas de Crédito
5331882,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA GKN DO BRASIL LTDA,4,Cooperativas de Crédito
2466552,COOPERATIVA DE CRÉDITO SICOOB VALE SUL,4,Cooperativas de Crédito
4886317,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO ESTADO DO PARANÁ - SICREDI CREDJURIS",4,Cooperativas de Crédito
8044854,COOPERATIVA DE CREDITO DO CENTRO DO ESTADO DE RONDONIA - SICOOB CENTRO,4,Cooperativas de Crédito
32615247,COOPERATIVA DE CREDITO SICOOB COOPEC LTDA.,4,Cooperativas de Crédito
45045671,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ELGIN,4,Cooperativas de Crédito
50334234,COOPERATIVA DE CRÉDITO RURAL DOS AGROPECUARISTAS DA REGIÃO DE PORTO FELIZ,4,Cooperativas de Crédito
25606237,COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA - SICOOB CREDIRIODOCE,4,Cooperativas de Crédito
25626490,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO RIO GRANDE MG - SICREDI CREDIGRANDE MG",4,Cooperativas de Crédito
43182278,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO OWENS-ILLINOIS DO BRASIL,4,Cooperativas de Crédito
62109566,CREDISAN COOPERATIVA DE CRÉDITO,4,Cooperativas de Crédito
815319,COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO,4,Cooperativas de Crédito
62562012,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NESTLÉ - CREDI NESTLÉ,4,Cooperativas de Crédito
32983165,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO",4,Cooperativas de Crédito
32995755,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA",4,Cooperativas de Crédito
62605290,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DO GRUPO INDORAMA NO BRASIL,4,Cooperativas de Crédito
43438662,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ABRIL,4,Cooperativas de Crédito
43730498,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DE ELEVADORES ATLAS,4,Cooperativas de Crédito
3985375,CREDISIS SUDOESTE/RO - COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE DE RONDÔNIA,4,Cooperativas de Crédito
52046299,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO,4,Cooperativas de Crédito
9403026,COOPERATIVA DE CRÉDITO CENTRO LESTE NORTE MARANHENSE - SICOOB CENTROLESTE,4,Cooperativas de Crédito
25743311,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO,4,Cooperativas de Crédito
43488782,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL,4,Cooperativas de Crédito
2072790,COOPERATIVA DE ECONOMIA CRÉDITO MÚTUO - SICOOB CREDSAÚDE,4,Cooperativas de Crédito
3502131,COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE,4,Cooperativas de Crédito
2475222,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES ESTATUTARIOS DA ADMINISTRACAO DIRETA DO ESTADO DO ESPIRITO SANTO - COOPFISCO,4,Cooperativas de Crédito
64276058,COOPERATIVA DE CRÉDITO CREDINORTE LTDA. - SICOOB CREDINORTE,4,Cooperativas de Crédito
27140946,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO USINA PAINEIRAS LTDA - CRED-PAN,4,Cooperativas de Crédito
25798596,COOPERATIVA DE CRÉDITO CREDIVAR LTDA. - SICOOB CREDIVAR,4,Cooperativas de Crédito
4894460,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA JUSTIÇA DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CREDJUS,4,Cooperativas de Crédito
33022690,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DE MATO GROSSO, ACRE E AMAZONAS - SICREDI BIOMAS",4,Cooperativas de Crédito
5746715,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE DEFESA SOCIAL DO ESTADO DE MINAS GERAIS LTDA. - COOPSESP,4,Cooperativas de Crédito
915950,COOPERATIVA DE ECONOMIA E CREDITO MUTUO SICOOB COOPERCREDI - SP,4,Cooperativas de Crédito
78907607,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ",4,Cooperativas de Crédito
5460750,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL DE PORTO ALEGRE - MUNICRED,4,Cooperativas de Crédito
3535065,COOPERATIVA DE CRÉDITO SICOOB CREDMETAL,4,Cooperativas de Crédito
30138226,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA CIA DE ELETRICIDADE DO ESTADO DO RJ CREDICERJ LTDA,4,Cooperativas de Crédito
9552111,"COOPERATIVA DE CRÉDITO DOS MAGISTRADOS, SERVIDORES DA JUSTIÇA DO ESTADO DE GOIÁS E EMPREGADOS DA CELG LTDA.",4,Cooperativas de Crédito
2083914,COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL,4,Cooperativas de Crédito
30304919,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CNC, SESC E SENAC ADMINISTRAÇÕES NACIONAIS LTDA.",4,Cooperativas de Crédito
26359745,COOPERATIVA DE CRÉDITO SICOOBMAIS  LTDA. - SICOOBMAIS,4,Cooperativas de Crédito
4138455,COOPERATIVA DE CRÉDITO DO RIO GRANDE DO NORTE - SICOOB RIO GRANDE DO NORTE,4,Cooperativas de Crédito
2090126,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL,4,Cooperativas de Crédito
44223196,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RECKITT BENCKISER,4,Cooperativas de Crédito
44373041,COOPERATIVA DE CRÉDITO RURAL - CREDICANA,4,Cooperativas de Crédito
66788142,COOPERATIVA DE CREDITO CREDIMOTA   SICOOB CREDIMOTA,4,Cooperativas de Crédito
10319386,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DE MATO GROSSO DO SUL - SICOOB CENTRO SUL MS,4,Cooperativas de Crédito
59869560,COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO,4,Cooperativas de Crédito
5667301,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO - COOPERSERV,4,Cooperativas de Crédito
2115870,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS MUNICIPAIS DE ITAPIRA - CREDITA,4,Cooperativas de Crédito
26555235,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO MT/RR",4,Cooperativas de Crédito
89126130,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS",4,Cooperativas de Crédito
3139644,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIPAULISTA,4,Cooperativas de Crédito
20062766,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DO GRUPO EMPRESARIAL A COSTA LTDA.,4,Cooperativas de Crédito
51489318,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS DE SÃO PAULO - MAGISCRED,4,Cooperativas de Crédito
4120633,COOPERATIVA DE CREDITO CLASSICA DO ESTADO DO RIO DE JANEIRO - SICOOB EMPRESAS RJ,4,Cooperativas de Crédito
68314921,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DE DIVERSÕES DO ESTADO DE SÃO PAULO,4,Cooperativas de Crédito
9639338,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE PRAIA GRANDE E REGIÃO - SICOOB COOPERACE,4,Cooperativas de Crédito
20622809,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAMARCO MINERAÇÃO S.A. LTDA - CREDISAM,4,Cooperativas de Crédito
29985421,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO JOSE NEFFA LTDA,4,Cooperativas de Crédito
20833992,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO CENTRO UNIVERSITÁRIO NEWTON PAIVA LTDA. - CREDIPAIVA,4,Cooperativas de Crédito
92825397,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS, APOSENTADOS E PENSIONISTAS DA COMPANHIA ESTADUAL DE ENERGIA ELÉTRICA E ELETRICITÁRIOS DO RIO GRANDE DO SUL   CRECE",4,Cooperativas de Crédito
71154876,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO,4,Cooperativas de Crédito
81706616,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP",4,Cooperativas de Crédito
1439107,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN,4,Cooperativas de Crédito
71230338,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARCOS LTDA. - SICOOB ARCOMCREDI,4,Cooperativas de Crédito
71207740,COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL,4,Cooperativas de Crédito
71237184,COOPERATIVA DE CRÉDITO CREDIBELO LTDA. - SICOOB CREDIBELO,4,Cooperativas de Crédito
17314501,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA AÇO MINAS GERAIS S.A. - AÇOMINAS E EMPRESAS SUBSIDIÁRIAS EM OURO BRANCO LTDA. - COOPAÇO,4,Cooperativas de Crédito
10548608,COOPERATIVA DE CRÉDITO DE SERVIDORES DA UESC - UESCOOP,4,Cooperativas de Crédito
47196084,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COMOLATTI - SÃO PAULO,4,Cooperativas de Crédito
129753,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SOMART LTDA.,4,Cooperativas de Crédito
5040680,COOPERATIVA DE CRÉDITO DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO LTDA. - MAGICREDI-RJ,4,Cooperativas de Crédito
4079285,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUL DE MINAS,4,Cooperativas de Crédito
4853988,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BANDEIRANTES - SICREDI BANDEIRANTES SP",4,Cooperativas de Crédito
3047549,COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES,4,Cooperativas de Crédito
4484490,COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP,4,Cooperativas de Crédito
4478231,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MEMBROS DO MINISTÉRIO PÚBLICO DE SÃO PAULO - PROMOCRED,4,Cooperativas de Crédito
47944277,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOYSON SAFETY SYSTEMS - COOPERJSS,4,Cooperativas de Crédito
2910387,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO COLEGIO PEDRO II,4,Cooperativas de Crédito
2641969,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC,4,Cooperativas de Crédito
86803939,COOPERATIVA DE CRÉDITO MÚTUO SERRA MAR LTDA. - UNICRED SERRA MAR,4,Cooperativas de Crédito
3603683,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE ESTADO DE FAZENDA DO DISTRITO FEDERAL - SICOOB CREDSEF,4,Cooperativas de Crédito
5222094,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIRACANJUBA LTDA,4,Cooperativas de Crédito
95594941,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG - SICREDI REGIÃO CENTRO RS/MG",4,Cooperativas de Crédito
36900256,"COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO",4,Cooperativas de Crédito
1286361,UNIPRIME PIONEIRA COOPERATIVA DE CRÉDITO,4,Cooperativas de Crédito
66463407,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE,4,Cooperativas de Crédito
3620772,COOPERATIVA DE CRÉDITO MÚTUO DO CEARÁ - SICOOB CEARÁ,4,Cooperativas de Crédito
66259110,COOPERATIVA DE CRÉDITO CREDIBAM LTDA. - SICOOB CREDIBAM,4,Cooperativas de Crédito
3632872,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.,4,Cooperativas de Crédito
2347114,GREENCRED - COOPERATIVA DE CREDITO,4,Cooperativas de Crédito
1692448,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC,4,Cooperativas de Crédito
3412878,COOPERATIVA DE CRÉDITO CREDIRAMA LTDA - SICOOB CREDIRAMA,4,Cooperativas de Crédito
79052122,"COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP",4,Cooperativas de Crédito
8030602,COOPERATIVA DE CRÉDITO MÚTUO DOS CORRETORES DE SEGUROS DO ESTADO DE SÃO PAULO - SICOOB CREDICOR/SP,4,Cooperativas de Crédito
5740092,COOPERATIVA DE CRÉDITO DOS METALÚRGICOS DO ABC - CREDABC,4,Cooperativas de Crédito
2883398,COOPERATIVA DE CRÉDITO DO VALE DO ITAJAÍ E VALE DO ITAPOCÚ - SICOOB MULTICREDI,4,Cooperativas de Crédito
53505681,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS METALÚRGICAS DE MATÃO - METALCOOPERCRED,4,Cooperativas de Crédito
91018408,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DO GRUPO DANA - COOPDANA,4,Cooperativas de Crédito
3422007,COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES,4,Cooperativas de Crédito
31815293,COOPERATIVA DE CRÉDITO NORTE DO ESPÍRITO SANTO - SICOOB NORTE,4,Cooperativas de Crédito
79457883,COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP,4,Cooperativas de Crédito
4833655,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB METALCRED,4,Cooperativas de Crédito
31746993,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ESTABELECIMENTOS HOSPITALARES DO SUL DO ESTADO DO ESPIRITO SANTO - SULCRED,4,Cooperativas de Crédito
14568725,COOPERATIVA CENTRAL DE CRÉDITO DO RIO DE JANEIRO LTDA.,4,Cooperativas de Crédito
53935029,COOPERATIVA DE CRÉDITO COOCRELIVRE,4,Cooperativas de Crédito
4181542,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT,4,Cooperativas de Crédito
4355489,COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA,4,Cooperativas de Crédito
3219207,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO BANESPA DE BOTUCATU E CIDADES LIMÍTROFES,4,Cooperativas de Crédito
3793242,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA - SICREDI SUL SC",4,Cooperativas de Crédito
54335401,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA COMPANHIA BRASILEIRA DE ALUMÍNIO,4,Cooperativas de Crédito
5203605,COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA,4,Cooperativas de Crédito
22753982,COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE,4,Cooperativas de Crédito
65229254,COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI,4,Cooperativas de Crédito
33615055,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA,4,Cooperativas de Crédito
71698674,SICOOB UNIMAIS MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO,4,Cooperativas de Crédito
41146382,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DA PARAÍBA LTDA. -  COOPERLEGIS,4,Cooperativas de Crédito
41180092,SICREDI EXPANSÃO - COOPERATIVA DE CRÉDITO,4,Cooperativas de Crédito
8143326,COOPERATIVA DE CRÉDITO DOS MÉDICOS E PROFISSIONAIS DE SAÚDE DE SÃO LUÍS - SICREDI SÃO LUÍS,4,Cooperativas de Crédito
2587492,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS URUBICI - SICOOB CREDIARAUCÁRIA/SC,4,Cooperativas de Crédito
57987273,COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS EMPREGADOS CELETISTAS DE COOPERATIVAS DOS ESTADOS DE SÃO PAULO E MINAS GERAIS - COCREUNI,4,Cooperativas de Crédito
41219353,"COOPSEBRAE - COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO SEBRAE/PB, SEBRAE/RN E SESC, SENAC E SENAR EM JOÃO PESSOA",4,Cooperativas de Crédito
1526924,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED HORIZONTES LTDA - UNICRED HORIZONTES,4,Cooperativas de Crédito
778858,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DISTRITO FEDERAL LTDA. - COOSERVCRED,4,Cooperativas de Crédito
41707258,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE,4,Cooperativas de Crédito
23241540,CREBEL - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DAS EMPRESAS BELGO BEKAERT - CREBEL LTDA.,4,Cooperativas de Crédito
78834975,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC,4,Cooperativas de Crédito
41931445,COOPERATIVA DE CRÉDITO CREDIFOR LTDA - SICOOB CREDIFOR,4,Cooperativas de Crédito
41931221,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PITANGUI, PAPAGAIOS, MARAVILHAS E REGIÃO LTDA. - SICOOB CREDICOOP",4,Cooperativas de Crédito
94433109,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE,4,Cooperativas de Crédito
86585049,COOPERATIVA DE CRÉDITO DA REGIÃO DO VALE DO RIO GRANDE LTDA. - SICOOB CREDILEITE,4,Cooperativas de Crédito
86564051,COOPERATIVA DE CRÉDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS,4,Cooperativas de Crédito
1259518,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB UNIMAIS CENTRO LESTE PAULISTA - SICOOB UNIMAIS CENTRO LESTE PAULISTA,4,Cooperativas de Crédito
8844074,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE ITAPETININGA - SICOOB CRED-ACI,4,Cooperativas de Crédito
3973743,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS IND.ALIMENTACAO REG.GRDE.VITORIA EST.ES-CREDI-ALIMENTO,4,Cooperativas de Crédito
16651002,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE ITABIRA LTDA. - SICOOB COSEMI,4,Cooperativas de Crédito
5548335,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO JAL LTDA.,4,Cooperativas de Crédito
46277273,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO CASINO, GRUPO PÃO DE AÇÚCAR E GRUPO ASSAÍ",4,Cooperativas de Crédito
1609345,COOPERATIVA DE CRÉDITO CREDICAMPINA LTDA. - SICOOB CREDICAMPINA,4,Cooperativas de Crédito
3990888,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS MUNICIPAIS DE PORTO ALEGRE,4,Cooperativas de Crédito
4998845,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MINERACÃO RIO DO NORTE S/A, EM PORTO TROMBETAS LIMITADA -  CREDNORTE",4,Cooperativas de Crédito
2853045,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA,4,Cooperativas de Crédito
869687,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI,4,Cooperativas de Crédito
90560434,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DAS INDÚSTRIAS METALÚRGICAS DE PORTO ALEGRE E GRANDE PORTO ALEGRE,4,Cooperativas de Crédito
84974278,"COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP",4,Cooperativas de Crédito
2173447,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO NORDESTE MINEIRO LTDA - SICOOB CREDICENM,4,Cooperativas de Crédito
30586895,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DOS LABORATORIOS B.BRAUN LTDA,4,Cooperativas de Crédito
4152107,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA POLÍCIA MILITAR DO ESTADO DE SÃO PAULO DA REGIÃO CENTRO-OESTE PAULISTA - CREDMIL,4,Cooperativas de Crédito
90497256,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTERESTADOS - SICREDI INTERESTADOS RS/ES",4,Cooperativas de Crédito
53236808,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB,4,Cooperativas de Crédito
881829,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JABOTICABAL - COOPERSERV,4,Cooperativas de Crédito
2179673,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED,4,Cooperativas de Crédito
3575699,MEDCRED COOPERATIVA DE CRÉDITO,4,Cooperativas de Crédito
698609,COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS,4,Cooperativas de Crédito
57440521,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TICKET SERVIÇOS COMÉRCIO E ADMINISTRAÇÃO,4,Cooperativas de Crédito
3941182,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CIRCUITO DAS ÁGUAS - SICOOB CIRCUITO DAS ÁGUAS,4,Cooperativas de Crédito
52137361,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE VOTORANTIM,4,Cooperativas de Crédito
77984870,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP",4,Cooperativas de Crédito
1644264,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI,4,Cooperativas de Crédito
22656789,COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE,4,Cooperativas de Crédito
4791645,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE SÃO PAULO - COOPERALESP,4,Cooperativas de Crédito
52623311,COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA,4,Cooperativas de Crédito
3750034,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS JUÍZES E CARREIRAS PÚBLICAS DO DIREITO DO ESTADO DO RIO GRANDE DO SUL - SICREDI AJURIS RS",4,Cooperativas de Crédito
2137018,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RORAIMA LTDA.,4,Cooperativas de Crédito
2850075,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES EM CONSELHOS DE FISCALIZACAO PROFISSIONAL NO MUNICIPIO DO RIO DE JANEIRO LTDA.,4,Cooperativas de Crédito
78414067,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ",4,Cooperativas de Crédito
